k_nummer,bef_2007,bef_2009,bef_2013,bef_2017,bef_vekst_4,bef_vekst_8,bef_vekst_10
1725,1741,1720,1699,1593,-0.06238964096527366,-0.07383720930232562,-0.0850086157380816
1736,2197,2176,2154,2159,0.002321262766945109,-0.0078125,-0.017296313154301357
1738,1485,1461,1401,1389,-0.008565310492505307,-0.04928131416837778,-0.06464646464646462
1739,526,499,503,469,-0.06759443339960236,-0.06012024048096187,-0.10836501901140683
1740,933,924,902,872,-0.03325942350332589,-0.05627705627705626,-0.06538049303322613
1742,2387,2350,2465,2467,8.113590263691961e-4,0.04978723404255314,0.03351487222454974
1743,1266,1274,1263,1264,7.917656373712667e-4,-0.00784929356357933,-0.0015797788309637184
1744,3505,3562,3688,3840,0.04121475054229928,0.07804604154969108,0.09557774607703284
1748,712,680,669,628,-0.06128550074738415,-0.07647058823529407,-0.1179775280898876
1749,1168,1134,1158,1090,-0.05872193436960271,-0.03880070546737213,-0.06678082191780821
1750,4019,4100,4300,4418,0.02744186046511632,0.07756097560975617,0.09927842746951976
1751,5073,4988,5097,5138,0.0080439474200511,0.030072173215717646,0.012812931204415623
1755,583,582,574,584,0.017421602787456525,0.0034364261168384758,0.0017152658662091813
1804,45575,46495,49203,51022,0.036969290490417306,0.09736530809764488,0.11951727921009336
1805,18301,18348,18509,18756,0.013344859257658381,0.022236756049705653,0.024862029397300756
1811,1692,1616,1545,1473,-0.04660194174757282,-0.08849009900990101,-0.12943262411347523
1812,2047,2054,2033,2047,0.006886374815543439,-0.003407984420642607,0
1813,7548,7597,7859,7956,0.012342537218475558,0.04725549559036457,0.054054054054053946
1815,1299,1288,1238,1234,-0.003231017770597755,-0.04192546583850931,-0.05003849114703618
1816,504,501,500,528,0.05600000000000005,0.05389221556886237,0.04761904761904767
1818,1682,1652,1759,1788,0.01648664013644119,0.08232445520581111,0.06302021403091551
1820,7225,7208,7361,7428,0.00910202418149697,0.030521642619311784,0.02809688581314873
1822,2123,2088,2144,2278,0.0625,0.09099616858237547,0.0730098916627413
1824,13571,13342,13252,13465,0.016073045578026024,0.009219007645030697,-0.007810772971778013
1825,1540,1500,1459,1469,0.006854009595613331,-0.020666666666666722,-0.04610389610389609
1826,1482,1438,1471,1414,-0.03874915023793335,-0.016689847009735748,-0.045883940620782715
1827,1489,1432,1431,1410,-0.014675052410901501,-0.015363128491620137,-0.05305574210879782
1828,1776,1786,1875,1837,-0.020266666666666655,0.028555431131018993,0.03434684684684686
1832,4510,4527,4620,4524,-0.020779220779220786,-6.62690523525522e-4,0.0031042128603104846
1833,25190,25281,25752,26101,0.013552345448897274,0.03243542581385239,0.03616514489876943
1834,1970,1883,1916,1920,0.0020876826722338038,0.01964949548592676,-0.025380710659898442
1835,446,455,506,465,-0.0810276679841897,0.0219780219780219,0.04260089686098656
1836,1343,1292,1310,1267,-0.032824427480916074,-0.01934984520123839,-0.056589724497393856
1837,6663,6641,6582,6435,-0.022333637192342715,-0.031019424785423855,-0.03421882035119317
1838,2081,2053,2006,2024,0.008973080757726848,-0.014125669751583025,-0.027390677558865928
1839,1148,1137,1075,1043,-0.029767441860465094,-0.08267370272647323,-0.09146341463414631
1840,4688,4727,4745,4702,-0.009062170706006345,-0.005288766659614974,0.002986348122866911
1841,9465,9477,9513,9729,0.022705771050141932,0.026590693257359854,0.027892234548335892
1845,2084,2021,1981,1958,-0.011610297829379057,-0.03117268678871843,-0.06046065259117084
1848,2680,2665,2552,2543,-0.003526645768025083,-0.04577861163227015,-0.05111940298507467
1849,1771,1754,1791,1810,0.010608598548297099,0.03192702394526803,0.02202145680406553
1850,2052,2046,1978,1960,-0.009100101112234582,-0.04203323558162264,-0.04483430799220278
1851,2257,2242,2220,2134,-0.03873873873873879,-0.04817127564674395,-0.05449712007089058
1852,1352,1333,1278,1252,-0.020344287949921713,-0.06076519129782443,-0.07396449704142016
1853,1361,1345,1376,1402,0.018895348837209225,0.0423791821561339,0.030124908155767738
1854,2684,2623,2599,2554,-0.01731435167372064,-0.026305756767060595,-0.04843517138599107
1856,591,606,565,535,-0.053097345132743334,-0.11716171617161719,-0.09475465313028764
1857,748,738,754,744,-0.01326259946949604,0.008130081300812941,-0.005347593582887722
1859,1458,1419,1376,1349,-0.019622093023255793,-0.04933051444679348,-0.07475994513031547
1860,10745,10706,10870,11294,0.03900643974241036,0.05492247337941336,0.051093531875290754
1865,8992,8976,9207,9444,0.025741283805799986,0.05213903743315518,0.050266903914590655
1866,7907,7950,8050,8009,-0.005093167701863299,0.007421383647798763,0.012899962058935177
1867,2899,2838,2654,2624,-0.01130369253956287,-0.07540521494009866,-0.09486029665401863
1868,4486,4418,4472,4580,0.02415026833631484,0.036668175645088175,0.020954079358002753
1870,9703,9732,10082,10378,0.029359254116246847,0.06637895602137278,0.06956611357312181
1871,5152,5034,5024,4908,-0.023089171974522316,-0.02502979737783073,-0.04736024844720499
1874,1156,1116,1118,1073,-0.0402504472271914,-0.03853046594982079,-0.07179930795847755
1902,64492,66513,70358,74541,0.05945308280508255,0.12069820937260389,0.15581777584816714
1911,3048,3032,3082,2986,-0.031148604802076596,-0.01517150395778366,-0.020341207349081403
1913,2883,2841,2940,3048,0.03673469387755102,0.07286166842661035,0.05723204994797082
1917,1574,1440,1421,1394,-0.01900070372976781,-0.03194444444444444,-0.11435832274459978
1919,1226,1151,1119,1121,0.0017873100983021306,-0.026064291920069538,-0.08564437194127239
1920,1011,1023,1012,1076,0.06324110671936767,0.05180840664711628,0.06429277942631062
1922,3920,3981,3933,3994,0.015509788965166527,0.0032655111780959256,0.018877551020408223
1923,2232,2203,2220,2220,0,0.0077167498865184925,-0.005376344086021501
1924,6590,6490,6630,6781,0.02277526395173446,0.044838212634822794,0.02898330804248861
1925,3315,3360,3407,3496,0.026122688582330467,0.040476190476190554,0.05460030165912522
1926,1265,1216,1190,1138,-0.043697478991596594,-0.06414473684210531,-0.10039525691699602
1927,1570,1537,1514,1540,0.017173051519154603,0.0019518542615484247,-0.019108280254777066
1928,978,916,880,921,0.04659090909090913,0.005458515283842891,-0.05828220858895705
1929,962,942,924,914,-0.010822510822510845,-0.02972399150743099,-0.0498960498960499
1931,11027,11207,11455,11697,0.021126145787865536,0.04372267332916935,0.0607599528430216
1933,5569,5497,5562,5685,0.022114347357065745,0.03420047298526474,0.02082959238642479
1936,2344,2383,2317,2273,-0.018990073370737992,-0.046160302140159426,-0.030290102389078477
1938,3199,3166,3013,2876,-0.04546963159641548,-0.09159823120656985,-0.10096905282900903
1939,1911,1869,1942,1890,-0.026776519052523207,0.011235955056179803,-0.01098901098901095
1940,2220,2236,2208,2132,-0.034420289855072506,-0.046511627906976716,-0.03963963963963968
1941,2966,2897,2905,2912,0.002409638554216942,0.005177770107007262,-0.018206338503034436
1942,4699,4694,4850,4919,0.014226804123711245,0.04793353216872598,0.04681847201532241
1943,1351,1330,1245,1233,-0.009638554216867434,-0.07293233082706763,-0.08734270910436714
2002,2286,2144,2128,2104,-0.011278195488721776,-0.018656716417910446,-0.07961504811898512
2003,6124,6076,6163,6154,-0.0014603277624533062,0.01283739302172493,0.004898758981058071
2004,9391,9493,10072,10527,0.04517474185861792,0.10892236384704512,0.1209668831860291
2011,2965,2971,2923,2938,0.0051317139924735855,-0.011107371255469567,-0.009106239460371035
2012,18090,18488,19646,20446,0.040720757406087715,0.10590653396797922,0.13023770038695415
2014,1150,1087,1070,968,-0.09532710280373835,-0.10947562097516095,-0.15826086956521734
2015,1005,970,1023,1037,0.013685239491691092,0.06907216494845358,0.03184079601990053
2017,1092,1044,1036,1027,-0.008687258687258725,-0.016283524904214586,-0.059523809523809534
2018,1319,1309,1240,1204,-0.029032258064516148,-0.0802139037433155,-0.08718726307808944
2019,3274,3180,3205,3291,0.026833073322932943,0.03490566037735854,0.005192425167990233
2020,4141,4e3,3968,3971,7.560483870967527e-4,-0.007249999999999979,-0.04105288577638255
2021,2873,2786,2721,2696,-0.009187798603454644,-0.03230437903804739,-0.06160807518273581
2022,1357,1332,1339,1330,-0.006721433905899965,-0.0015015015015015232,-0.01989683124539421
2023,1046,1025,1063,1137,0.0696142991533395,0.10926829268292693,0.08699808795411079
2024,1086,1061,1025,991,-0.0331707317073171,-0.06597549481621112,-0.08747697974217317
2025,2979,2951,2900,2911,0.0037931034482758808,-0.013554727211114836,-0.02282645182947296
2027,884,878,882,951,0.07823129251700678,0.08314350797266523,0.07579185520361986
2028,2113,2074,2162,2267,0.04856614246068447,0.09305689488910329,0.07288215806909615
2030,9490,9623,9968,10199,0.0231741573033708,0.05985659357788631,0.0747102212855637
"Kommunenummer med U er utgÂtt. Kommunenummeret er fortsatt i bruk, ",NA,NA,NA,NA,NA,NA,NA
men har fÂtt nytt navn. ,NA,NA,NA,NA,NA,NA,NA
(https://www.ssb.no/informasjon/kommunekatalog/kommunekatalogen ,NA,NA,NA,NA,NA,NA,NA
target=footnote) Historiske kommuner. ,NA,NA,NA,NA,NA,NA,NA
 ,NA,NA,NA,NA,NA,NA,NA
(http://www.ssb.no/befolkning/artikler-og-publikasjoner/dokumentasjon-,NA,NA,NA,NA,NA,NA,NA
-av-kommunetabeller-over-folkemengdens-bevegelse-1906-1968 ,NA,NA,NA,NA,NA,NA,NA
target=footnote) Dokumentasjon av kommunetabeller over folkemengdens ,NA,NA,NA,NA,NA,NA,NA
bevegelse 1906-1968 .,NA,NA,NA,NA,NA,NA,NA
"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 ",NA,NA,NA,NA,NA,NA,NA
Skjeberg og 0130 Tune slÂtt sammen til ny kommune 0105 Sarpsborg ,NA,NA,NA,NA,NA,NA,NA
kommune.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 ",NA,NA,NA,NA,NA,NA,NA
"Rolvs¯y, 0133 KrÂker¯y og 0134 Ons¯y slÂtt sammen til ny kommune 0106 ",NA,NA,NA,NA,NA,NA,NA
Fredrikstad.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 ",NA,NA,NA,NA,NA,NA,NA
Skjeberg og 0130 Tune slÂtt sammen til ny kommune 0105 Sarpsborg ,NA,NA,NA,NA,NA,NA,NA
kommune.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 ",NA,NA,NA,NA,NA,NA,NA
"Rolvs¯y, 0133 KrÂker¯y og 0134 Ons¯y slÂtt sammen til ny kommune 0106 ",NA,NA,NA,NA,NA,NA,NA
Fredrikstad.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 ",NA,NA,NA,NA,NA,NA,NA
"Rolvs¯y, 0133 KrÂker¯y og 0134 Ons¯y slÂtt sammen til ny kommune 0106 ",NA,NA,NA,NA,NA,NA,NA
Fredrikstad.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 ",NA,NA,NA,NA,NA,NA,NA
Skjeberg og 0130 Tune slÂtt sammen til ny kommune 0105 Sarpsborg ,NA,NA,NA,NA,NA,NA,NA
kommune.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 ",NA,NA,NA,NA,NA,NA,NA
Skjeberg og 0130 Tune slÂtt sammen til ny kommune 0105 Sarpsborg ,NA,NA,NA,NA,NA,NA,NA
kommune.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 ",NA,NA,NA,NA,NA,NA,NA
Skjeberg og 0130 Tune slÂtt sammen til ny kommune 0105 Sarpsborg ,NA,NA,NA,NA,NA,NA,NA
kommune.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 ",NA,NA,NA,NA,NA,NA,NA
"Rolvs¯y, 0133 KrÂker¯y og 0134 Ons¯y slÂtt sammen til ny kommune 0106 ",NA,NA,NA,NA,NA,NA,NA
Fredrikstad.,NA,NA,NA,NA,NA,NA,NA
"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 ",NA,NA,NA,NA,NA,NA,NA
"Rolvs¯y, 0133 KrÂker¯y og 0134 Ons¯y slÂtt sammen til ny kommune 0106 ",NA,NA,NA,NA,NA,NA,NA
Fredrikstad.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Opdal 22.1.1932.,NA,NA,NA,NA,NA,NA,NA
"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det ",NA,NA,NA,NA,NA,NA,NA
meste av 0720 Stokke slÂtt sammen til en ny kommune 0710 Sandefjord. ,NA,NA,NA,NA,NA,NA,NA
"Samtidig ble et areal pÂ 3 km2, med ca. 2 200 personer overf¯rt fra ",NA,NA,NA,NA,NA,NA,NA
Stokke til 0704 T¯nsberg.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Fredriksvern i 1930.,NA,NA,NA,NA,NA,NA,NA
"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det ",NA,NA,NA,NA,NA,NA,NA
meste av 0720 Stokke slÂtt sammen til en ny kommune 0710 Sandefjord. ,NA,NA,NA,NA,NA,NA,NA
"Samtidig ble et areal pÂ 3 km2, med ca. 2 200 personer overf¯rt fra ",NA,NA,NA,NA,NA,NA,NA
Stokke til 0704 T¯nsberg.,NA,NA,NA,NA,NA,NA,NA
"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det ",NA,NA,NA,NA,NA,NA,NA
meste av 0720 Stokke slÂtt sammen til en ny kommune 0710 Sandefjord. ,NA,NA,NA,NA,NA,NA,NA
"Samtidig ble et areal pÂ 3 km2, med ca. 2 200 personer overf¯rt fra ",NA,NA,NA,NA,NA,NA,NA
Stokke til 0704 T¯nsberg.,NA,NA,NA,NA,NA,NA,NA
"Fra 1. januar 2017 ble kommunene 0706 Sandefjord, 0719 Andebu og det ",NA,NA,NA,NA,NA,NA,NA
meste av 0720 Stokke slÂtt sammen til en ny kommune 0710 Sandefjord. ,NA,NA,NA,NA,NA,NA,NA
"Samtidig ble et areal pÂ 3 km2, med ca. 2 200 personer overf¯rt fra ",NA,NA,NA,NA,NA,NA,NA
Stokke til 0704 T¯nsberg.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Slemdal i 1919.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Holme i 1911.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Liknes i 1917.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Vanse i 1911.,NA,NA,NA,NA,NA,NA,NA
 ,NA,NA,NA,NA,NA,NA,NA
1. januar 2017 ble kommunegrensa mellom 1102 Sandnes og 1124 Sola ,NA,NA,NA,NA,NA,NA,NA
endret.,NA,NA,NA,NA,NA,NA,NA
 ,NA,NA,NA,NA,NA,NA,NA
1. januar 2017 ble kommunegrensa mellom 1102 Sandnes og 1124 Sola ,NA,NA,NA,NA,NA,NA,NA
endret.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1154 Vindafjord og 1159 ÿlen slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1160 Vindafjord.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1154 Vindafjord og 1159 ÿlen slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1160 Vindafjord. ,NA,NA,NA,NA,NA,NA,NA
Kommunen 1214 ÿlen ble den 1.januar 2002 overf¯rt til Rogaland fylke ,NA,NA,NA,NA,NA,NA,NA
med kommunenummer 1159.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1154 Vindafjord og 1159 ÿlen slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1160 Vindafjord.,NA,NA,NA,NA,NA,NA,NA
Kommunen 1214 ÿlen ble den 1.januar 2002 overf¯rt til Rogaland fylke ,NA,NA,NA,NA,NA,NA,NA
med kommunenummer 1159.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Herl¯ i 1917.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra B¯ 13.3.1925.,NA,NA,NA,NA,NA,NA,NA
1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til ny kommune 1505 Kristiansund.,NA,NA,NA,NA,NA,NA,NA
1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til ny kommune 1505 Kristiansund.,NA,NA,NA,NA,NA,NA,NA
Ved grenseregulering 1. januar 2002 ble ca. 380 personer overf¯rt fra ,NA,NA,NA,NA,NA,NA,NA
1514 Sande kommune til 1511 Vanylven kommune.,NA,NA,NA,NA,NA,NA,NA
Ved grenseregulering 1. januar 2002 ble ca. 380 personer overf¯rt fra ,NA,NA,NA,NA,NA,NA,NA
1514 Sande kommune til 1511 Vanylven kommune.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Sylte 28.4.1922.,NA,NA,NA,NA,NA,NA,NA
1. januar 2008 ble kommunene 1503 Kristiansund og 1556 Frei slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til ny kommune 1505 Kristiansund.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til ny kommune 1576 Aure.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til ny kommune 1576 Aure.,NA,NA,NA,NA,NA,NA,NA
1. januar 2006 ble kommunene 1569 Aure og 1572 Tustna slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til ny kommune 1576 Aure.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Skj¯rn i 1917.,NA,NA,NA,NA,NA,NA,NA
1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indr¯y slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til en ny kommune 1756 Inder¯y.,NA,NA,NA,NA,NA,NA,NA
1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indr¯y slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til en ny kommune 1756 Inder¯y.,NA,NA,NA,NA,NA,NA,NA
1. januar 2012 ble kommunene 1723 Mosvik og 1729 Indr¯y slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til en ny kommune 1756 Inder¯y.,NA,NA,NA,NA,NA,NA,NA
1. januar 2005 ble kommunene 1804 Bod¯ og 1842 Skjerstad slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til en kommune 1804 Bod¯.,NA,NA,NA,NA,NA,NA,NA
Endret navn fra Stamnes i 1948.,NA,NA,NA,NA,NA,NA,NA
1. januar 2005 ble kommunene 1804 Bod¯ og 1842 Skjerstad slÂtt sammen ,NA,NA,NA,NA,NA,NA,NA
til en kommune 1804 Bod¯.,NA,NA,NA,NA,NA,NA,NA
1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjark¯y slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1903 Harstad.,NA,NA,NA,NA,NA,NA,NA
1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjark¯y slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1903 Harstad.,NA,NA,NA,NA,NA,NA,NA
1. januar 2013 ble kommunene 1901 Harstad og 1915 Bjark¯y slÂtt ,NA,NA,NA,NA,NA,NA,NA
sammen til en ny kommune 1903 Harstad.,NA,NA,NA,NA,NA,NA,NA
0710,57279,58761,61573,62019,0.0072434346223182455,0.05544493796906114,0.08275284135547056
1903,23784,23629,24291,24845,0.02280680087275133,0.05146218629650012,0.04460982172889327
1756,6794,6682,6692,6800,0.016138673042438656,0.01765938341813822,8.831321754489974e-4
1756,22522,22937,24131,24442,0.012887986407525531,0.06561450930810486,0.08524997779948484
