"Folkemengde og endringer, etter region, tid og statistikkvariabel"

"1935";0;0;0;0
"1936";2344;2383;2317;2273
"1937";0;0;0;0
"1938";3199;3166;3013;2876
"1939";1911;1869;1942;1890
"1940";2220;2236;2208;2132
"1941";2966;2897;2905;2912
"1942";4699;4694;4850;4919
"1943";1351;1330;1245;1233
"2001";0;0;0;0
"2002";2286;2144;2128;2104
"2003";6124;6076;6163;6154
"2004";9391;9493;10072;10527
"2011";2965;2971;2923;2938
"2012";18090;18488;19646;20446
"2013";0;0;0;0
"2014";1150;1087;1070;968
"2015";1005;970;1023;1037
"2016";0;0;0;0
"2017";1092;1044;1036;1027
"2018";1319;1309;1240;1204
"2019";3274;3180;3205;3291
"2020";4141;4000;3968;3971
"2020u";0;0;0;0
"2021";2873;2786;2721;2696
"2022";1357;1332;1339;1330
"2023";1046;1025;1063;1137
"2024";1086;1061;1025;991
"2025";2979;2951;2900;2911
"2026";0;0;0;0
"2027";884;878;882;951
"2028";2113;2074;2162;2267
"2028u";0;0;0;0
"2029";0;0;0;0
"2030";9490;9623;9968;10199

"Kommunenummer med U er utgått. Kommunenummeret er fortsatt i bruk, "
"men har fått nytt navn. "
"(https://www.ssb.no/informasjon/kommunekatalog/kommunekatalogen "
"target=footnote) Historiske kommuner. "
" "
"(http://www.ssb.no/befolkning/artikler-og-publikasjoner/dokumentasjon-"
"-av-kommunetabeller-over-folkemengdens-bevegelse-1906-1968 "
"target=footnote) Dokumentasjon av kommunetabeller over folkemengdens "
"bevegelse 1906-1968 ."

"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 "
"Skjeberg og 0130 Tune slått sammen til ny kommune 0105 Sarpsborg "
"kommune."

"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 "
"Rolvsøy, 0133 Kråkerøy og 0134 Onsøy slått sammen til ny kommune 0106 "
"Fredrikstad."

"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 "
"Skjeberg og 0130 Tune slått sammen til ny kommune 0105 Sarpsborg "
"kommune."

"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 "
"Rolvsøy, 0133 Kråkerøy og 0134 Onsøy slått sammen til ny kommune 0106 "
"Fredrikstad."

"1. januar 1994 ble kommunene 0103 Fredrikstad, 0113 Borge, 0131 "
"Rolvsøy, 0133 Kråkerøy og 0134 Onsøy slått sammen til ny kommune 0106 "
"Fredrikstad."

"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 "
"Skjeberg og 0130 Tune slått sammen til ny kommune 0105 Sarpsborg "
"kommune."

"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 "
"Skjeberg og 0130 Tune slått sammen til ny kommune 0105 Sarpsborg "
"kommune."

"1. januar 1992 ble kommunene 0102 Sarpsborg, 0114 Varteig, 0115 "
"Skjeberg og 0130 Tune slått sammen til ny kommune 0105 Sarpsborg "
"kommune."

